45.542339,-73.60717,Rosemont-La Petite-Patrie,p364
45.543906,-73.610726,Rosemont-La Petite-Patrie,p365
45.54827,-73.611621,Villeray-Saint-Michel-Parc-Extension,p366
45.549519,-73.614438,Villeray-Saint-Michel-Parc-Extension,p367
45.548871,-73.611083,Villeray-Saint-Michel-Parc-Extension,p368
45.550117,-73.613899,Villeray-Saint-Michel-Parc-Extension,p369
45.534004,-73.600587,Rosemont-La Petite-Patrie,p370
45.535423,-73.603716,Rosemont-La Petite-Patrie,p371
45.536993,-73.607182,Rosemont-La Petite-Patrie,p372
45.521963,-73.588896,Le Plateau-Mont-Royal,p373
45.567753,-73.575209,Rosemont-La Petite-Patrie,p374
45.56866,-73.578128,Rosemont-La Petite-Patrie,p375
45.532466,-73.579984,Le Plateau-Mont-Royal,p376
45.533118,-73.581388,Le Plateau-Mont-Royal,p377
45.526259,-73.590022,Le Plateau-Mont-Royal,p378
45.52695,-73.589461,Le Plateau-Mont-Royal,p379
45.586065,-73.531737,Mercier-Hochelaga-Maisonneuve,p380
45.587125,-73.531434,Mercier-Hochelaga-Maisonneuve,p381
45.585935,-73.531355,Mercier-Hochelaga-Maisonneuve,p382
45.586768,-73.53037,Mercier-Hochelaga-Maisonneuve,p383
45.574335,-73.539093,Mercier-Hochelaga-Maisonneuve,p384
45.57493,-73.538691,Mercier-Hochelaga-Maisonneuve,p385
45.576142,-73.537906,Mercier-Hochelaga-Maisonneuve,p386
45.492639,-73.582831,Ville-Marie,p387
45.495182,-73.579846,Ville-Marie,p388
45.527165,-73.548151,Ville-Marie,p389
45.527824,-73.54956,Ville-Marie,p390
45.551053,-73.535229,Mercier-Hochelaga-Maisonneuve,p391
45.551238,-73.535809,Mercier-Hochelaga-Maisonneuve,p392
45.551418,-73.536371,Mercier-Hochelaga-Maisonneuve,p393
45.551896,-73.53787,Mercier-Hochelaga-Maisonneuve,p394
45.552513,-73.539797,Mercier-Hochelaga-Maisonneuve,p395
45.553654,-73.543358,Mercier-Hochelaga-Maisonneuve,p396
45.554732,-73.546726,Mercier-Hochelaga-Maisonneuve,p397
45.554773,-73.546854,Mercier-Hochelaga-Maisonneuve,p398
45.555846,-73.550201,Mercier-Hochelaga-Maisonneuve,p399
45.5559,-73.550368,Mercier-Hochelaga-Maisonneuve,p400
45.529049,-73.625268,Villeray-Saint-Michel-Parc-Extension,p401
45.53016,-73.629067,Villeray-Saint-Michel-Parc-Extension,p402
45.543087,-73.636164,Villeray-Saint-Michel-Parc-Extension,p403
45.543665,-73.635826,Villeray-Saint-Michel-Parc-Extension,p404
45.524303,-73.552808,Ville-Marie,p405
45.525455,-73.551743,Ville-Marie,p406
45.523923,-73.553155,Ville-Marie,p407
45.519797,-73.57207,Le Plateau-Mont-Royal,p408
45.520247,-73.571655,Le Plateau-Mont-Royal,p409
45.561137,-73.592313,Villeray-Saint-Michel-Parc-Extension,p410
45.561647,-73.591855,Villeray-Saint-Michel-Parc-Extension,p411
45.561883,-73.591638,Villeray-Saint-Michel-Parc-Extension,p412
45.538554,-73.610631,Rosemont-La Petite-Patrie,p413
45.582431,-73.530455,Mercier-Hochelaga-Maisonneuve,p414
45.583347,-73.533259,Mercier-Hochelaga-Maisonneuve,p415
45.572429,-73.566364,Rosemont-La Petite-Patrie,p416
45.573592,-73.570123,Rosemont-La Petite-Patrie,p417
45.574781,-73.573925,Rosemont-La Petite-Patrie,p418
45.550336,-73.590373,Rosemont-La Petite-Patrie,p419
45.599018,-73.528583,Mercier-Hochelaga-Maisonneuve,p420
45.599735,-73.52816,Mercier-Hochelaga-Maisonneuve,p421
45.549105,-73.606005,Villeray-Saint-Michel-Parc-Extension,p422
45.550647,-73.609483,Villeray-Saint-Michel-Parc-Extension,p423
45.57324,-73.535807,Mercier-Hochelaga-Maisonneuve,p424
45.60157,-73.534337,Mercier-Hochelaga-Maisonneuve,p425
45.602181,-73.536421,Mercier-Hochelaga-Maisonneuve,p426
